,COCYR
39299,"Did not use in the past year (IRCOCRC = 3,9)"
39300,"Did not use in the past year (IRCOCRC = 3,9)"
39301,"Did not use in the past year (IRCOCRC = 3,9)"
39302,"Did not use in the past year (IRCOCRC = 3,9)"
39303,"Did not use in the past year (IRCOCRC = 3,9)"
39304,"Did not use in the past year (IRCOCRC = 3,9)"
39305,"Did not use in the past year (IRCOCRC = 3,9)"
39306,"Did not use in the past year (IRCOCRC = 3,9)"
39307,"Did not use in the past year (IRCOCRC = 3,9)"
39308,"Did not use in the past year (IRCOCRC = 3,9)"
39309,"Did not use in the past year (IRCOCRC = 3,9)"
39310,"Did not use in the past year (IRCOCRC = 3,9)"
39311,"Did not use in the past year (IRCOCRC = 3,9)"
39312,"Did not use in the past year (IRCOCRC = 3,9)"
39313,"Did not use in the past year (IRCOCRC = 3,9)"
39314,"Did not use in the past year (IRCOCRC = 3,9)"
39315,"Did not use in the past year (IRCOCRC = 3,9)"
39316,"Did not use in the past year (IRCOCRC = 3,9)"
39317,"Did not use in the past year (IRCOCRC = 3,9)"
39318,"Did not use in the past year (IRCOCRC = 3,9)"
39319,"Used within the past year (IRCOCRC = 1,2)"
39320,"Did not use in the past year (IRCOCRC = 3,9)"
39321,"Did not use in the past year (IRCOCRC = 3,9)"
39322,"Did not use in the past year (IRCOCRC = 3,9)"
39323,"Used within the past year (IRCOCRC = 1,2)"
39324,"Did not use in the past year (IRCOCRC = 3,9)"
39325,"Did not use in the past year (IRCOCRC = 3,9)"
39326,"Did not use in the past year (IRCOCRC = 3,9)"
39327,"Did not use in the past year (IRCOCRC = 3,9)"
39328,"Did not use in the past year (IRCOCRC = 3,9)"
39329,"Did not use in the past year (IRCOCRC = 3,9)"
39330,"Did not use in the past year (IRCOCRC = 3,9)"
39331,"Did not use in the past year (IRCOCRC = 3,9)"
39332,"Did not use in the past year (IRCOCRC = 3,9)"
39333,"Did not use in the past year (IRCOCRC = 3,9)"
39334,"Did not use in the past year (IRCOCRC = 3,9)"
39335,"Did not use in the past year (IRCOCRC = 3,9)"
39336,"Did not use in the past year (IRCOCRC = 3,9)"
39337,"Did not use in the past year (IRCOCRC = 3,9)"
39338,"Did not use in the past year (IRCOCRC = 3,9)"
39339,"Did not use in the past year (IRCOCRC = 3,9)"
39340,"Did not use in the past year (IRCOCRC = 3,9)"
39341,"Did not use in the past year (IRCOCRC = 3,9)"
39342,"Did not use in the past year (IRCOCRC = 3,9)"
39343,"Did not use in the past year (IRCOCRC = 3,9)"
39344,"Did not use in the past year (IRCOCRC = 3,9)"
39345,"Did not use in the past year (IRCOCRC = 3,9)"
39346,"Did not use in the past year (IRCOCRC = 3,9)"
39347,"Did not use in the past year (IRCOCRC = 3,9)"
39348,"Did not use in the past year (IRCOCRC = 3,9)"
39349,"Did not use in the past year (IRCOCRC = 3,9)"
39350,"Did not use in the past year (IRCOCRC = 3,9)"
39351,"Did not use in the past year (IRCOCRC = 3,9)"
39352,"Did not use in the past year (IRCOCRC = 3,9)"
39353,"Did not use in the past year (IRCOCRC = 3,9)"
39354,"Did not use in the past year (IRCOCRC = 3,9)"
39355,"Did not use in the past year (IRCOCRC = 3,9)"
39356,"Did not use in the past year (IRCOCRC = 3,9)"
39357,"Did not use in the past year (IRCOCRC = 3,9)"
39358,"Did not use in the past year (IRCOCRC = 3,9)"
39359,"Did not use in the past year (IRCOCRC = 3,9)"
39360,"Did not use in the past year (IRCOCRC = 3,9)"
39361,"Did not use in the past year (IRCOCRC = 3,9)"
39362,"Did not use in the past year (IRCOCRC = 3,9)"
39363,"Did not use in the past year (IRCOCRC = 3,9)"
39364,"Did not use in the past year (IRCOCRC = 3,9)"
39365,"Did not use in the past year (IRCOCRC = 3,9)"
39366,"Did not use in the past year (IRCOCRC = 3,9)"
39367,"Did not use in the past year (IRCOCRC = 3,9)"
39368,"Did not use in the past year (IRCOCRC = 3,9)"
39369,"Did not use in the past year (IRCOCRC = 3,9)"
39370,"Did not use in the past year (IRCOCRC = 3,9)"
39371,"Did not use in the past year (IRCOCRC = 3,9)"
39372,"Did not use in the past year (IRCOCRC = 3,9)"
39373,"Did not use in the past year (IRCOCRC = 3,9)"
39374,"Did not use in the past year (IRCOCRC = 3,9)"
39375,"Did not use in the past year (IRCOCRC = 3,9)"
39376,"Did not use in the past year (IRCOCRC = 3,9)"
39377,"Did not use in the past year (IRCOCRC = 3,9)"
39378,"Did not use in the past year (IRCOCRC = 3,9)"
39379,"Did not use in the past year (IRCOCRC = 3,9)"
39380,"Did not use in the past year (IRCOCRC = 3,9)"
39381,"Did not use in the past year (IRCOCRC = 3,9)"
39382,"Did not use in the past year (IRCOCRC = 3,9)"
39383,"Did not use in the past year (IRCOCRC = 3,9)"
39384,"Did not use in the past year (IRCOCRC = 3,9)"
39385,"Did not use in the past year (IRCOCRC = 3,9)"
39386,"Did not use in the past year (IRCOCRC = 3,9)"
39387,"Did not use in the past year (IRCOCRC = 3,9)"
39388,"Used within the past year (IRCOCRC = 1,2)"
39389,"Did not use in the past year (IRCOCRC = 3,9)"
39390,"Did not use in the past year (IRCOCRC = 3,9)"
39391,"Did not use in the past year (IRCOCRC = 3,9)"
39392,"Did not use in the past year (IRCOCRC = 3,9)"
39393,"Did not use in the past year (IRCOCRC = 3,9)"
39394,"Did not use in the past year (IRCOCRC = 3,9)"
39395,"Did not use in the past year (IRCOCRC = 3,9)"
39396,"Did not use in the past year (IRCOCRC = 3,9)"
39397,"Did not use in the past year (IRCOCRC = 3,9)"
39398,"Did not use in the past year (IRCOCRC = 3,9)"
39399,"Did not use in the past year (IRCOCRC = 3,9)"
39400,"Did not use in the past year (IRCOCRC = 3,9)"
39401,"Did not use in the past year (IRCOCRC = 3,9)"
39402,"Did not use in the past year (IRCOCRC = 3,9)"
39403,"Did not use in the past year (IRCOCRC = 3,9)"
39404,"Did not use in the past year (IRCOCRC = 3,9)"
39405,"Did not use in the past year (IRCOCRC = 3,9)"
39406,"Did not use in the past year (IRCOCRC = 3,9)"
39407,"Did not use in the past year (IRCOCRC = 3,9)"
39408,"Did not use in the past year (IRCOCRC = 3,9)"
39409,"Did not use in the past year (IRCOCRC = 3,9)"
39410,"Did not use in the past year (IRCOCRC = 3,9)"
39411,"Did not use in the past year (IRCOCRC = 3,9)"
39412,"Did not use in the past year (IRCOCRC = 3,9)"
39413,"Did not use in the past year (IRCOCRC = 3,9)"
39414,"Did not use in the past year (IRCOCRC = 3,9)"
39415,"Did not use in the past year (IRCOCRC = 3,9)"
39416,"Did not use in the past year (IRCOCRC = 3,9)"
39417,"Did not use in the past year (IRCOCRC = 3,9)"
39418,"Did not use in the past year (IRCOCRC = 3,9)"
39419,"Did not use in the past year (IRCOCRC = 3,9)"
39420,"Did not use in the past year (IRCOCRC = 3,9)"
39421,"Did not use in the past year (IRCOCRC = 3,9)"
39422,"Did not use in the past year (IRCOCRC = 3,9)"
39423,"Did not use in the past year (IRCOCRC = 3,9)"
39424,"Did not use in the past year (IRCOCRC = 3,9)"
39425,"Did not use in the past year (IRCOCRC = 3,9)"
39426,"Did not use in the past year (IRCOCRC = 3,9)"
39427,"Did not use in the past year (IRCOCRC = 3,9)"
39428,"Did not use in the past year (IRCOCRC = 3,9)"
39429,"Did not use in the past year (IRCOCRC = 3,9)"
39430,"Used within the past year (IRCOCRC = 1,2)"
39431,"Did not use in the past year (IRCOCRC = 3,9)"
39432,"Did not use in the past year (IRCOCRC = 3,9)"
39433,"Did not use in the past year (IRCOCRC = 3,9)"
39434,"Did not use in the past year (IRCOCRC = 3,9)"
39435,"Did not use in the past year (IRCOCRC = 3,9)"
39436,"Did not use in the past year (IRCOCRC = 3,9)"
39437,"Did not use in the past year (IRCOCRC = 3,9)"
39438,"Did not use in the past year (IRCOCRC = 3,9)"
39439,"Did not use in the past year (IRCOCRC = 3,9)"
39440,"Did not use in the past year (IRCOCRC = 3,9)"
39441,"Did not use in the past year (IRCOCRC = 3,9)"
39442,"Did not use in the past year (IRCOCRC = 3,9)"
39443,"Did not use in the past year (IRCOCRC = 3,9)"
39444,"Did not use in the past year (IRCOCRC = 3,9)"
39445,"Did not use in the past year (IRCOCRC = 3,9)"
39446,"Did not use in the past year (IRCOCRC = 3,9)"
39447,"Did not use in the past year (IRCOCRC = 3,9)"
39448,"Did not use in the past year (IRCOCRC = 3,9)"
39449,"Did not use in the past year (IRCOCRC = 3,9)"
39450,"Did not use in the past year (IRCOCRC = 3,9)"
39451,"Did not use in the past year (IRCOCRC = 3,9)"
39452,"Did not use in the past year (IRCOCRC = 3,9)"
39453,"Did not use in the past year (IRCOCRC = 3,9)"
39454,"Did not use in the past year (IRCOCRC = 3,9)"
39455,"Did not use in the past year (IRCOCRC = 3,9)"
39456,"Did not use in the past year (IRCOCRC = 3,9)"
39457,"Did not use in the past year (IRCOCRC = 3,9)"
39458,"Did not use in the past year (IRCOCRC = 3,9)"
39459,"Did not use in the past year (IRCOCRC = 3,9)"
39460,"Did not use in the past year (IRCOCRC = 3,9)"
39461,"Did not use in the past year (IRCOCRC = 3,9)"
39462,"Did not use in the past year (IRCOCRC = 3,9)"
39463,"Did not use in the past year (IRCOCRC = 3,9)"
39464,"Did not use in the past year (IRCOCRC = 3,9)"
39465,"Did not use in the past year (IRCOCRC = 3,9)"
39466,"Did not use in the past year (IRCOCRC = 3,9)"
39467,"Did not use in the past year (IRCOCRC = 3,9)"
39468,"Did not use in the past year (IRCOCRC = 3,9)"
39469,"Did not use in the past year (IRCOCRC = 3,9)"
39470,"Did not use in the past year (IRCOCRC = 3,9)"
39471,"Did not use in the past year (IRCOCRC = 3,9)"
39472,"Did not use in the past year (IRCOCRC = 3,9)"
39473,"Did not use in the past year (IRCOCRC = 3,9)"
39474,"Did not use in the past year (IRCOCRC = 3,9)"
39475,"Did not use in the past year (IRCOCRC = 3,9)"
39476,"Did not use in the past year (IRCOCRC = 3,9)"
39477,"Did not use in the past year (IRCOCRC = 3,9)"
39478,"Did not use in the past year (IRCOCRC = 3,9)"
39479,"Did not use in the past year (IRCOCRC = 3,9)"
39480,"Did not use in the past year (IRCOCRC = 3,9)"
39481,"Did not use in the past year (IRCOCRC = 3,9)"
39482,"Did not use in the past year (IRCOCRC = 3,9)"
39483,"Did not use in the past year (IRCOCRC = 3,9)"
39484,"Did not use in the past year (IRCOCRC = 3,9)"
39485,"Did not use in the past year (IRCOCRC = 3,9)"
39486,"Did not use in the past year (IRCOCRC = 3,9)"
39487,"Did not use in the past year (IRCOCRC = 3,9)"
39488,"Did not use in the past year (IRCOCRC = 3,9)"
39489,"Did not use in the past year (IRCOCRC = 3,9)"
39490,"Did not use in the past year (IRCOCRC = 3,9)"
39491,"Did not use in the past year (IRCOCRC = 3,9)"
39492,"Did not use in the past year (IRCOCRC = 3,9)"
39493,"Did not use in the past year (IRCOCRC = 3,9)"
39494,"Did not use in the past year (IRCOCRC = 3,9)"
39495,"Did not use in the past year (IRCOCRC = 3,9)"
39496,"Did not use in the past year (IRCOCRC = 3,9)"
39497,"Did not use in the past year (IRCOCRC = 3,9)"
39498,"Did not use in the past year (IRCOCRC = 3,9)"
39499,"Did not use in the past year (IRCOCRC = 3,9)"
39500,"Did not use in the past year (IRCOCRC = 3,9)"
39501,"Did not use in the past year (IRCOCRC = 3,9)"
39502,"Did not use in the past year (IRCOCRC = 3,9)"
39503,"Did not use in the past year (IRCOCRC = 3,9)"
39504,"Did not use in the past year (IRCOCRC = 3,9)"
39505,"Did not use in the past year (IRCOCRC = 3,9)"
39506,"Did not use in the past year (IRCOCRC = 3,9)"
39507,"Did not use in the past year (IRCOCRC = 3,9)"
39508,"Did not use in the past year (IRCOCRC = 3,9)"
39509,"Did not use in the past year (IRCOCRC = 3,9)"
39510,"Did not use in the past year (IRCOCRC = 3,9)"
39511,"Did not use in the past year (IRCOCRC = 3,9)"
39512,"Used within the past year (IRCOCRC = 1,2)"
39513,"Did not use in the past year (IRCOCRC = 3,9)"
39514,"Used within the past year (IRCOCRC = 1,2)"
39515,"Did not use in the past year (IRCOCRC = 3,9)"
39516,"Used within the past year (IRCOCRC = 1,2)"
39517,"Did not use in the past year (IRCOCRC = 3,9)"
39518,"Did not use in the past year (IRCOCRC = 3,9)"
39519,"Did not use in the past year (IRCOCRC = 3,9)"
39520,"Did not use in the past year (IRCOCRC = 3,9)"
39521,"Did not use in the past year (IRCOCRC = 3,9)"
39522,"Did not use in the past year (IRCOCRC = 3,9)"
39523,"Did not use in the past year (IRCOCRC = 3,9)"
39524,"Did not use in the past year (IRCOCRC = 3,9)"
39525,"Did not use in the past year (IRCOCRC = 3,9)"
39526,"Did not use in the past year (IRCOCRC = 3,9)"
39527,"Did not use in the past year (IRCOCRC = 3,9)"
39528,"Did not use in the past year (IRCOCRC = 3,9)"
39529,"Did not use in the past year (IRCOCRC = 3,9)"
39530,"Did not use in the past year (IRCOCRC = 3,9)"
39531,"Did not use in the past year (IRCOCRC = 3,9)"
39532,"Did not use in the past year (IRCOCRC = 3,9)"
39533,"Used within the past year (IRCOCRC = 1,2)"
39534,"Did not use in the past year (IRCOCRC = 3,9)"
39535,"Did not use in the past year (IRCOCRC = 3,9)"
39536,"Used within the past year (IRCOCRC = 1,2)"
39537,"Did not use in the past year (IRCOCRC = 3,9)"
39538,"Used within the past year (IRCOCRC = 1,2)"
39539,"Did not use in the past year (IRCOCRC = 3,9)"
39540,"Did not use in the past year (IRCOCRC = 3,9)"
39541,"Did not use in the past year (IRCOCRC = 3,9)"
39542,"Did not use in the past year (IRCOCRC = 3,9)"
39543,"Did not use in the past year (IRCOCRC = 3,9)"
39544,"Did not use in the past year (IRCOCRC = 3,9)"
39545,"Did not use in the past year (IRCOCRC = 3,9)"
39546,"Did not use in the past year (IRCOCRC = 3,9)"
39547,"Did not use in the past year (IRCOCRC = 3,9)"
39548,"Did not use in the past year (IRCOCRC = 3,9)"
39549,"Did not use in the past year (IRCOCRC = 3,9)"
39550,"Did not use in the past year (IRCOCRC = 3,9)"
39551,"Did not use in the past year (IRCOCRC = 3,9)"
39552,"Did not use in the past year (IRCOCRC = 3,9)"
39553,"Did not use in the past year (IRCOCRC = 3,9)"
39554,"Did not use in the past year (IRCOCRC = 3,9)"
39555,"Did not use in the past year (IRCOCRC = 3,9)"
39556,"Did not use in the past year (IRCOCRC = 3,9)"
39557,"Did not use in the past year (IRCOCRC = 3,9)"
39558,"Did not use in the past year (IRCOCRC = 3,9)"
39559,"Did not use in the past year (IRCOCRC = 3,9)"
39560,"Did not use in the past year (IRCOCRC = 3,9)"
39561,"Did not use in the past year (IRCOCRC = 3,9)"
39562,"Did not use in the past year (IRCOCRC = 3,9)"
39563,"Did not use in the past year (IRCOCRC = 3,9)"
39564,"Did not use in the past year (IRCOCRC = 3,9)"
39565,"Did not use in the past year (IRCOCRC = 3,9)"
39566,"Did not use in the past year (IRCOCRC = 3,9)"
39567,"Did not use in the past year (IRCOCRC = 3,9)"
39568,"Did not use in the past year (IRCOCRC = 3,9)"
39569,"Did not use in the past year (IRCOCRC = 3,9)"
39570,"Did not use in the past year (IRCOCRC = 3,9)"
39571,"Did not use in the past year (IRCOCRC = 3,9)"
39572,"Did not use in the past year (IRCOCRC = 3,9)"
39573,"Did not use in the past year (IRCOCRC = 3,9)"
39574,"Did not use in the past year (IRCOCRC = 3,9)"
39575,"Used within the past year (IRCOCRC = 1,2)"
39576,"Did not use in the past year (IRCOCRC = 3,9)"
39577,"Did not use in the past year (IRCOCRC = 3,9)"
39578,"Did not use in the past year (IRCOCRC = 3,9)"
39579,"Did not use in the past year (IRCOCRC = 3,9)"
39580,"Did not use in the past year (IRCOCRC = 3,9)"
39581,"Did not use in the past year (IRCOCRC = 3,9)"
39582,"Did not use in the past year (IRCOCRC = 3,9)"
39583,"Did not use in the past year (IRCOCRC = 3,9)"
39584,"Did not use in the past year (IRCOCRC = 3,9)"
39585,"Did not use in the past year (IRCOCRC = 3,9)"
39586,"Did not use in the past year (IRCOCRC = 3,9)"
39587,"Did not use in the past year (IRCOCRC = 3,9)"
39588,"Did not use in the past year (IRCOCRC = 3,9)"
39589,"Did not use in the past year (IRCOCRC = 3,9)"
39590,"Did not use in the past year (IRCOCRC = 3,9)"
39591,"Did not use in the past year (IRCOCRC = 3,9)"
39592,"Did not use in the past year (IRCOCRC = 3,9)"
39593,"Did not use in the past year (IRCOCRC = 3,9)"
39594,"Did not use in the past year (IRCOCRC = 3,9)"
39595,"Did not use in the past year (IRCOCRC = 3,9)"
39596,"Did not use in the past year (IRCOCRC = 3,9)"
39597,"Did not use in the past year (IRCOCRC = 3,9)"
39598,"Did not use in the past year (IRCOCRC = 3,9)"
39599,"Did not use in the past year (IRCOCRC = 3,9)"
39600,"Did not use in the past year (IRCOCRC = 3,9)"
39601,"Did not use in the past year (IRCOCRC = 3,9)"
39602,"Did not use in the past year (IRCOCRC = 3,9)"
39603,"Did not use in the past year (IRCOCRC = 3,9)"
39604,"Did not use in the past year (IRCOCRC = 3,9)"
39605,"Did not use in the past year (IRCOCRC = 3,9)"
39606,"Did not use in the past year (IRCOCRC = 3,9)"
39607,"Used within the past year (IRCOCRC = 1,2)"
39608,"Did not use in the past year (IRCOCRC = 3,9)"
39609,"Did not use in the past year (IRCOCRC = 3,9)"
39610,"Did not use in the past year (IRCOCRC = 3,9)"
39611,"Did not use in the past year (IRCOCRC = 3,9)"
39612,"Did not use in the past year (IRCOCRC = 3,9)"
39613,"Used within the past year (IRCOCRC = 1,2)"
39614,"Did not use in the past year (IRCOCRC = 3,9)"
39615,"Did not use in the past year (IRCOCRC = 3,9)"
39616,"Did not use in the past year (IRCOCRC = 3,9)"
39617,"Did not use in the past year (IRCOCRC = 3,9)"
39618,"Did not use in the past year (IRCOCRC = 3,9)"
39619,"Did not use in the past year (IRCOCRC = 3,9)"
39620,"Did not use in the past year (IRCOCRC = 3,9)"
39621,"Did not use in the past year (IRCOCRC = 3,9)"
39622,"Did not use in the past year (IRCOCRC = 3,9)"
39623,"Did not use in the past year (IRCOCRC = 3,9)"
39624,"Did not use in the past year (IRCOCRC = 3,9)"
39625,"Did not use in the past year (IRCOCRC = 3,9)"
39626,"Did not use in the past year (IRCOCRC = 3,9)"
39627,"Did not use in the past year (IRCOCRC = 3,9)"
39628,"Did not use in the past year (IRCOCRC = 3,9)"
39629,"Did not use in the past year (IRCOCRC = 3,9)"
39630,"Did not use in the past year (IRCOCRC = 3,9)"
39631,"Did not use in the past year (IRCOCRC = 3,9)"
39632,"Did not use in the past year (IRCOCRC = 3,9)"
39633,"Did not use in the past year (IRCOCRC = 3,9)"
39634,"Did not use in the past year (IRCOCRC = 3,9)"
39635,"Did not use in the past year (IRCOCRC = 3,9)"
39636,"Did not use in the past year (IRCOCRC = 3,9)"
39637,"Did not use in the past year (IRCOCRC = 3,9)"
39638,"Did not use in the past year (IRCOCRC = 3,9)"
39639,"Did not use in the past year (IRCOCRC = 3,9)"
39640,"Did not use in the past year (IRCOCRC = 3,9)"
39641,"Did not use in the past year (IRCOCRC = 3,9)"
39642,"Did not use in the past year (IRCOCRC = 3,9)"
39643,"Did not use in the past year (IRCOCRC = 3,9)"
39644,"Did not use in the past year (IRCOCRC = 3,9)"
39645,"Did not use in the past year (IRCOCRC = 3,9)"
39646,"Did not use in the past year (IRCOCRC = 3,9)"
39647,"Did not use in the past year (IRCOCRC = 3,9)"
39648,"Did not use in the past year (IRCOCRC = 3,9)"
39649,"Did not use in the past year (IRCOCRC = 3,9)"
39650,"Did not use in the past year (IRCOCRC = 3,9)"
39651,"Did not use in the past year (IRCOCRC = 3,9)"
39652,"Did not use in the past year (IRCOCRC = 3,9)"
39653,"Did not use in the past year (IRCOCRC = 3,9)"
39654,"Did not use in the past year (IRCOCRC = 3,9)"
39655,"Did not use in the past year (IRCOCRC = 3,9)"
39656,"Did not use in the past year (IRCOCRC = 3,9)"
39657,"Did not use in the past year (IRCOCRC = 3,9)"
39658,"Did not use in the past year (IRCOCRC = 3,9)"
39659,"Did not use in the past year (IRCOCRC = 3,9)"
39660,"Did not use in the past year (IRCOCRC = 3,9)"
39661,"Did not use in the past year (IRCOCRC = 3,9)"
39662,"Did not use in the past year (IRCOCRC = 3,9)"
39663,"Did not use in the past year (IRCOCRC = 3,9)"
39664,"Did not use in the past year (IRCOCRC = 3,9)"
39665,"Did not use in the past year (IRCOCRC = 3,9)"
39666,"Did not use in the past year (IRCOCRC = 3,9)"
39667,"Did not use in the past year (IRCOCRC = 3,9)"
39668,"Did not use in the past year (IRCOCRC = 3,9)"
39669,"Did not use in the past year (IRCOCRC = 3,9)"
39670,"Did not use in the past year (IRCOCRC = 3,9)"
39671,"Did not use in the past year (IRCOCRC = 3,9)"
39672,"Did not use in the past year (IRCOCRC = 3,9)"
39673,"Did not use in the past year (IRCOCRC = 3,9)"
39674,"Used within the past year (IRCOCRC = 1,2)"
39675,"Did not use in the past year (IRCOCRC = 3,9)"
39676,"Did not use in the past year (IRCOCRC = 3,9)"
39677,"Did not use in the past year (IRCOCRC = 3,9)"
39678,"Did not use in the past year (IRCOCRC = 3,9)"
39679,"Did not use in the past year (IRCOCRC = 3,9)"
39680,"Did not use in the past year (IRCOCRC = 3,9)"
39681,"Did not use in the past year (IRCOCRC = 3,9)"
39682,"Did not use in the past year (IRCOCRC = 3,9)"
39683,"Did not use in the past year (IRCOCRC = 3,9)"
39684,"Did not use in the past year (IRCOCRC = 3,9)"
39685,"Did not use in the past year (IRCOCRC = 3,9)"
39686,"Used within the past year (IRCOCRC = 1,2)"
39687,"Used within the past year (IRCOCRC = 1,2)"
39688,"Did not use in the past year (IRCOCRC = 3,9)"
39689,"Did not use in the past year (IRCOCRC = 3,9)"
39690,"Did not use in the past year (IRCOCRC = 3,9)"
39691,"Did not use in the past year (IRCOCRC = 3,9)"
39692,"Did not use in the past year (IRCOCRC = 3,9)"
39693,"Did not use in the past year (IRCOCRC = 3,9)"
39694,"Did not use in the past year (IRCOCRC = 3,9)"
39695,"Did not use in the past year (IRCOCRC = 3,9)"
39696,"Did not use in the past year (IRCOCRC = 3,9)"
39697,"Did not use in the past year (IRCOCRC = 3,9)"
39698,"Did not use in the past year (IRCOCRC = 3,9)"
39699,"Did not use in the past year (IRCOCRC = 3,9)"
39700,"Did not use in the past year (IRCOCRC = 3,9)"
39701,"Did not use in the past year (IRCOCRC = 3,9)"
39702,"Did not use in the past year (IRCOCRC = 3,9)"
39703,"Did not use in the past year (IRCOCRC = 3,9)"
39704,"Did not use in the past year (IRCOCRC = 3,9)"
39705,"Did not use in the past year (IRCOCRC = 3,9)"
39706,"Did not use in the past year (IRCOCRC = 3,9)"
39707,"Did not use in the past year (IRCOCRC = 3,9)"
39708,"Did not use in the past year (IRCOCRC = 3,9)"
39709,"Did not use in the past year (IRCOCRC = 3,9)"
39710,"Did not use in the past year (IRCOCRC = 3,9)"
39711,"Did not use in the past year (IRCOCRC = 3,9)"
39712,"Did not use in the past year (IRCOCRC = 3,9)"
39713,"Did not use in the past year (IRCOCRC = 3,9)"
39714,"Did not use in the past year (IRCOCRC = 3,9)"
39715,"Did not use in the past year (IRCOCRC = 3,9)"
39716,"Did not use in the past year (IRCOCRC = 3,9)"
39717,"Did not use in the past year (IRCOCRC = 3,9)"
39718,"Did not use in the past year (IRCOCRC = 3,9)"
39719,"Did not use in the past year (IRCOCRC = 3,9)"
39720,"Did not use in the past year (IRCOCRC = 3,9)"
39721,"Did not use in the past year (IRCOCRC = 3,9)"
39722,"Did not use in the past year (IRCOCRC = 3,9)"
39723,"Did not use in the past year (IRCOCRC = 3,9)"
39724,"Did not use in the past year (IRCOCRC = 3,9)"
39725,"Did not use in the past year (IRCOCRC = 3,9)"
39726,"Did not use in the past year (IRCOCRC = 3,9)"
39727,"Did not use in the past year (IRCOCRC = 3,9)"
39728,"Did not use in the past year (IRCOCRC = 3,9)"
39729,"Did not use in the past year (IRCOCRC = 3,9)"
39730,"Did not use in the past year (IRCOCRC = 3,9)"
39731,"Did not use in the past year (IRCOCRC = 3,9)"
39732,"Did not use in the past year (IRCOCRC = 3,9)"
39733,"Did not use in the past year (IRCOCRC = 3,9)"
39734,"Did not use in the past year (IRCOCRC = 3,9)"
39735,"Did not use in the past year (IRCOCRC = 3,9)"
39736,"Did not use in the past year (IRCOCRC = 3,9)"
39737,"Did not use in the past year (IRCOCRC = 3,9)"
39738,"Did not use in the past year (IRCOCRC = 3,9)"
39739,"Did not use in the past year (IRCOCRC = 3,9)"
39740,"Did not use in the past year (IRCOCRC = 3,9)"
39741,"Did not use in the past year (IRCOCRC = 3,9)"
39742,"Did not use in the past year (IRCOCRC = 3,9)"
39743,"Did not use in the past year (IRCOCRC = 3,9)"
39744,"Did not use in the past year (IRCOCRC = 3,9)"
39745,"Did not use in the past year (IRCOCRC = 3,9)"
39746,"Did not use in the past year (IRCOCRC = 3,9)"
39747,"Did not use in the past year (IRCOCRC = 3,9)"
39748,"Did not use in the past year (IRCOCRC = 3,9)"
39749,"Did not use in the past year (IRCOCRC = 3,9)"
39750,"Did not use in the past year (IRCOCRC = 3,9)"
39751,"Did not use in the past year (IRCOCRC = 3,9)"
39752,"Did not use in the past year (IRCOCRC = 3,9)"
39753,"Did not use in the past year (IRCOCRC = 3,9)"
39754,"Did not use in the past year (IRCOCRC = 3,9)"
39755,"Did not use in the past year (IRCOCRC = 3,9)"
39756,"Did not use in the past year (IRCOCRC = 3,9)"
39757,"Did not use in the past year (IRCOCRC = 3,9)"
39758,"Did not use in the past year (IRCOCRC = 3,9)"
39759,"Did not use in the past year (IRCOCRC = 3,9)"
39760,"Did not use in the past year (IRCOCRC = 3,9)"
39761,"Did not use in the past year (IRCOCRC = 3,9)"
39762,"Did not use in the past year (IRCOCRC = 3,9)"
39763,"Did not use in the past year (IRCOCRC = 3,9)"
39764,"Did not use in the past year (IRCOCRC = 3,9)"
39765,"Did not use in the past year (IRCOCRC = 3,9)"
39766,"Did not use in the past year (IRCOCRC = 3,9)"
39767,"Did not use in the past year (IRCOCRC = 3,9)"
39768,"Did not use in the past year (IRCOCRC = 3,9)"
39769,"Did not use in the past year (IRCOCRC = 3,9)"
39770,"Did not use in the past year (IRCOCRC = 3,9)"
39771,"Did not use in the past year (IRCOCRC = 3,9)"
39772,"Did not use in the past year (IRCOCRC = 3,9)"
39773,"Did not use in the past year (IRCOCRC = 3,9)"
39774,"Did not use in the past year (IRCOCRC = 3,9)"
39775,"Did not use in the past year (IRCOCRC = 3,9)"
39776,"Did not use in the past year (IRCOCRC = 3,9)"
39777,"Did not use in the past year (IRCOCRC = 3,9)"
39778,"Did not use in the past year (IRCOCRC = 3,9)"
39779,"Did not use in the past year (IRCOCRC = 3,9)"
39780,"Did not use in the past year (IRCOCRC = 3,9)"
39781,"Did not use in the past year (IRCOCRC = 3,9)"
39782,"Did not use in the past year (IRCOCRC = 3,9)"
39783,"Did not use in the past year (IRCOCRC = 3,9)"
39784,"Did not use in the past year (IRCOCRC = 3,9)"
39785,"Did not use in the past year (IRCOCRC = 3,9)"
39786,"Did not use in the past year (IRCOCRC = 3,9)"
39787,"Did not use in the past year (IRCOCRC = 3,9)"
39788,"Did not use in the past year (IRCOCRC = 3,9)"
39789,"Did not use in the past year (IRCOCRC = 3,9)"
39790,"Did not use in the past year (IRCOCRC = 3,9)"
39791,"Did not use in the past year (IRCOCRC = 3,9)"
39792,"Did not use in the past year (IRCOCRC = 3,9)"
39793,"Did not use in the past year (IRCOCRC = 3,9)"
39794,"Used within the past year (IRCOCRC = 1,2)"
39795,"Did not use in the past year (IRCOCRC = 3,9)"
39796,"Did not use in the past year (IRCOCRC = 3,9)"
39797,"Did not use in the past year (IRCOCRC = 3,9)"
39798,"Did not use in the past year (IRCOCRC = 3,9)"
39799,"Did not use in the past year (IRCOCRC = 3,9)"
